Symbol,Name
CADETB=X,CAD/ETB
CADOMR=X,CAD/OMR
CNYMYR=X,CNY/MYR
CHFZMW=X,CHF/ZMW
CADLSL=X,CAD/LSL
CZKCAD=X,CZK/CAD
CADCZK=X,CAD/CZK
CZKNOK=X,CZK/NOK
CNHPHP=X,CNH/PHP
CNHHKD=X,CNH/HKD
CNYEGP=X,CNY/EGP
NZDZAR=X,NZD/ZAR
EUR-GIP.F,EUR-GIP.F
CZKOMR=X,CZK/OMR
CADSVC=X,CAD/SVC
CZKTWD=X,CZK/TWD
CADHUF=X,CAD/HUF
CADQAR=X,CAD/QAR
CADTHB=X,CAD/THB
CHFFKP=X,CHF/FKP
CLPPYG=X,CLP/PYG
SEKNOK=X,SEK/NOK
CHFCVE=X,CHF/CVE
CZKMXN=X,CZK/MXN
CADALL=X,CAD/ALL
CHFBGN=X,CHF/BGN
CADXPF=X,CAD/XPF
CADBHD=X,CAD/BHD
CLPTHB=X,CLP/THB
CHFITL=X,CHF/ITL
CLFUSD=X,CLF/USD
CNYOMR=X,CNY/OMR
CADBOB=X,CAD/BOB
CHFCZK=X,CHF/CZK
CHFPEN=X,CHF/PEN
CHFNIO=X,CHF/NIO
CADHTG=X,CAD/HTG
CHFCNH=X,CHF/CNH
CADGTQ=X,CAD/GTQ
CZKQAR=X,CZK/QAR
CADGMD=X,CAD/GMD
CADLYD=X,CAD/LYD
CADBWP=X,CAD/BWP
HKDNOK=X,HKD/NOK
CHFSVC=X,CHF/SVC
CNYHKD=X,CNY/HKD
CADTOP=X,CAD/TOP
CADKGS=X,CAD/KGS
CHFUZS=X,CHF/UZS
CADVUV=X,CAD/VUV
CNYKWD=X,CNY/KWD
CADHRK=X,CAD/HRK
CZKPEN=X,CZK/PEN
CHFBOB=X,CHF/BOB
CHFTND=X,CHF/TND
CADKPW=X,CAD/KPW
SGDGBP=X,SGD/GBP
CHFLTL=X,CHF/LTL
CHFAUD=X,CHF/AUD
KESISK=X,KES/ISK
EUR-DZD.F,EUR-DZD.F
CLP=X,USD/CLP
CHFKZT=X,CHF/KZT
CADSTD=X,CAD/STD
CLFCLP=X,CLF/CLP
CADDKK=X,CAD/DKK
CADDZD=X,CAD/DZD
CHFLVL=X,CHF/LVL
MYRNOK=X,MYR/NOK
CHFMAD=X,CHF/MAD
EURAFN=X,EUR/AFN
EURMNT=X,EUR/MNT
CLPVEF=X,CLP/VEF
CZKCHF=X,CZK/CHF
CZKLVL=X,CZK/LVL
CADXAF=X,CAD/XAF
CHFIQD=X,CHF/IQD
CADGHS=X,CAD/GHS
CADEGP=X,CAD/EGP
CYP=X,CYP=X
CADIQD=X,CAD/IQD
CVEUSD=X,CVE/USD
CVEDKK=X,CVE/DKK
CHFSEK=X,CHF/SEK
CHFHNL=X,CHF/HNL
19664658.SW,19664658.SW
CHFAOA=X,CHF/AOA
CNYSGD=X,CNY/SGD
CNYINR=X,CNY/INR
SGDNOK=X,SGD/NOK
CADTMT=X,CAD/TMT
CHFMNT=X,CHF/MNT
HKDGBP=X,HKD/GBP
CZKRON=X,CZK/RON
CHFYER=X,CHF/YER
CHFLAK=X,CHF/LAK
CHFGYD=X,CHF/GYD
CHTIE.SW,CHTIE.SW
CHFMWK=X,CHF/MWK
CADMNT=X,CAD/MNT
CADHKD=X,CAD/HKD
EURSLL=X,EUR/SLL
CADCVE=X,CAD/CVE
CZKDKK=X,CZK/DKK
CADSCR=X,CAD/SCR
CHFSCR=X,CHF/SCR
CHFKMF=X,CHF/KMF
CHFSAR=X,CHF/SAR
CHFHTG=X,CHF/HTG
CHFGMD=X,CHF/GMD
CZKPKR=X,CZK/PKR
CADNAD=X,CAD/NAD
CNYRUB=X,CNY/RUB
CADCDF=X,CAD/CDF
CHFXDR=X,CHF/XDR
CLPUYU=X,CLP/UYU
CHFMYR=X,CHF/MYR
CLPBOB=X,CLP/BOB
CADLAK=X,CAD/LAK
CADHNL=X,CAD/HNL
CADBZD=X,CAD/BZD
CADINR=X,CAD/INR
EURGIP=X,EUR/GIP
CHFANG=X,CHF/ANG
CADKHR=X,CAD/KHR
SEKZAR=X,SEK/ZAR
CHFKWD=X,CHF/KWD
CADMXN=X,CAD/MXN
CHFSTD=X,CHF/STD
CHFSGD=X,CHF/SGD
CADSYP=X,CAD/SYP
CADXDR=X,CAD/XDR
CADGNF=X,CAD/GNF
20161078.SW,20161078.SW
CZKSAR=X,CZK/SAR
MYRSEK=X,MYR/SEK
CHFETB=X,CHF/ETB
EUR-SLL.F,EUR-SLL.F
CLPPEN=X,CLP/PEN
CADDJF=X,CAD/DJF
CHFCDF=X,CHF/CDF
CADBAM=X,CAD/BAM
CNYISK=X,CNY/ISK
CHFQAR=X,CHF/QAR
CADAED=X,CAD/AED
EURETB=X,EUR/ETB
CLFGBP=X,CLF/GBP
CHFAED=X,CHF/AED
CHFXCD=X,CHF/XCD
CADCOP=X,CAD/COP
CNHIDR=X,CNH/IDR
CHFTOP=X,CHF/TOP
CZKMUR=X,CZK/MUR
CHFTMT=X,CHF/TMT
CZKXDR=X,CZK/XDR
CNYCHF=X,CNY/CHF
NOKAUD=X,NOK/AUD
CHFLSL=X,CHF/LSL
CADPEN=X,CAD/PEN
22372094.SW,22372094.SW
CZKNGN=X,CZK/NGN
CHFBTN=X,CHF/BTN
CHFBBD=X,CHF/BBD
CNYPLN=X,CNY/PLN
CHFMXN=X,CHF/MXN
CADSDG=X,CAD/SDG
CHFXPF=X,CHF/XPF
KESINR=X,KES/INR
CZKMAD=X,CZK/MAD
CADRON=X,CAD/RON
CHFTZS=X,CHF/TZS
CADBBD=X,CAD/BBD
CNHTHB=X,CNH/THB
CHFDKK=X,CHF/DKK
CNYQAR=X,CNY/QAR
CADBYR=X,CAD/BYR
CZKEGP=X,CZK/EGP
CZKCNY=X,CZK/CNY
CHFINR=X,CHF/INR
SEKAUD=X,SEK/AUD
CHFGIP=X,CHF/GIP
CADGEL=X,CAD/GEL
CZKBOB=X,CZK/BOB
CHFDOP=X,CHF/DOP
CHFMRO=X,CHF/MRO
CZKPLN=X,CZK/PLN
CZKCLP=X,CZK/CLP
CHFSDG=X,CHF/SDG
CADRWF=X,CAD/RWF
CHFPLN=X,CHF/PLN
CLPKRW=X,CLP/KRW
CHFIDR=X,CHF/IDR
CNYCZK=X,CNY/CZK
CHFAFN=X,CHF/AFN
19662920.SW,19662920.SW
CADDOP=X,CAD/DOP
CHFPKR=X,CHF/PKR
CHFSZL=X,CHF/SZL
CADCUP=X,CAD/CUP
CHFVUV=X,CHF/VUV
CADERN=X,CAD/ERN
CLPARS=X,CLP/ARS
COPUYU=X,COP/UYU
CZKUAH=X,CZK/UAH
CADIRR=X,CAD/IRR
CZKILS=X,CZK/ILS
CADMWK=X,CAD/MWK
CHFBSD=X,CHF/BSD
ZARANG=X,ZAR/ANG
CHFDJF=X,CHF/DJF
CADAUD=X,CAD/AUD
EUR-AFN.F,EUR-AFN.F
CADUYU=X,CAD/UYU
CADMAD=X,CAD/MAD
CNYHUF=X,CNY/HUF
CLPMXN=X,CLP/MXN
CZKRUB=X,CZK/RUB
EUR-DOP.F,EUR-DOP.F
CZKSEK=X,CZK/SEK
CADARS=X,CAD/ARS
CHFCOP=X,CHF/COP
CZKBMD=X,CZK/BMD
CNHJPY=X,CNH/JPY
CADCNH=X,CAD/CNH
CADPKR=X,CAD/PKR
COPPYG=X,COP/PYG
DOPGBP=X,DOP/GBP
DOPEUR=X,DOP/EUR
DKKTWD=X,DKK/TWD
DKKTND=X,DKK/TND
DKKSAR=X,DKK/SAR
DKKMYR=X,DKK/MYR
DKKJPY=X,DKK/JPY
DKKHUF=X,DKK/HUF
DKKCLP=X,DKK/CLP
DKKCHF=X,DKK/CHF
DEM=X,USD/DEM
DKKQAR=X,DKK/QAR
DKKBAM=X,DKK/BAM
DKKCZK=X,DKK/CZK
DKKSGD=X,DKK/SGD
DKKINR=X,DKK/INR
DKKJOD=X,DKK/JOD
PLNSEK=X,PLN/SEK
DKKTRY=X,DKK/TRY
DZDUSD=X,DZD/USD
DKKRON=X,DKK/RON
DKKKWD=X,DKK/KWD
DKKPHP=X,DKK/PHP
DWHEAT.MDD,DWHEAT.MDD
DKKHKD=X,DKK/HKD
DKKKRW=X,DKK/KRW
DKKMXN=X,DKK/MXN
DEMCHF=X,DEM/CHF
DKKGIP=X,DKK/GIP
DJFCHF=X,DJF/CHF
DKKBRL=X,DKK/BRL
DOPUSD=X,DOP/USD
DOPDKK=X,DOP/DKK
DKKOMR=X,DKK/OMR
DKKMUR=X,DKK/MUR
DZDGBP=X,DZD/GBP
DKKPKR=X,DKK/PKR
DJFUSD=X,DJF/USD
DKKIDR=X,DKK/IDR
DKKRSD=X,DKK/RSD
DKK=X,USD/DKK
DOPCHF=X,DOP/CHF
DKKAED=X,DKK/AED
DKKUAH=X,DKK/UAH
DKKTHB=X,DKK/THB
DKKLVL=X,DKK/LVL
DKKLTL=X,DKK/LTL
DKKAUD=X,DKK/AUD
MKDDKK=X,MKD/DKK
DKKPLN=X,DKK/PLN
DJF=X,USD/DJF
DKKSEK=X,DKK/SEK
DKKCAD=X,DKK/CAD
DZDMAD=X,DZD/MAD
DKKKPW=X,DKK/KPW
DZDEUR=X,DZD/EUR
DKKBGN=X,DKK/BGN
DKKNOK=X,DKK/NOK
DKKEUR=X,DKK/EUR
DKKXDR=X,DKK/XDR
DKKLKR=X,DKK/LKR
DJFEUR=X,DJF/EUR
DKKUSD=X,DKK/USD
DKKANG=X,DKK/ANG
DKKGBP=X,DKK/GBP
DKKNZD=X,DKK/NZD
DKKRUB=X,DKK/RUB
DKKISK=X,DKK/ISK
DKKILS=X,DKK/ILS
DZD=X,USD/DZD
DOP=X,USD/DOP
DKKKES=X,DKK/KES
DKKZAR=X,DKK/ZAR
DKKCNY=X,DKK/CNY
DKKEGP=X,DKK/EGP
DKKMAD=X,DKK/MAD
EURUSD=X,EUR/USD
EURGBP=X,EUR/GBP
EURJPY=X,EUR/JPY
EURCHF=X,EUR/CHF
EURSYP=X,EUR/SYP
EURSOS=X,EUR/SOS
EURAUD=X,EUR/AUD
ECS=X,USD/ECS
EURYER=X,EUR/YER
EURVND=X,EUR/VND
EURUGX=X,EUR/UGX
EURSBD=X,EUR/SBD
EURRSD=X,EUR/RSD
EURPLN=X,EUR/PLN
EURPAB=X,EUR/PAB
EURNZD=X,EUR/NZD
EURNPR=X,EUR/NPR
EURMYR=X,EUR/MYR
EURMWK=X,EUR/MWK
EURMVR=X,EUR/MVR
EURMRO=X,EUR/MRO
EURMDL=X,EUR/MDL
EURLKR=X,EUR/LKR
EURLAK=X,EUR/LAK
EURCZK=X,EUR/CZK
EUR=X,USD/EUR
EGPZAR=X,EGP/ZAR
EGPTRY=X,EGP/TRY
EGPMXN=X,EGP/MXN
EGPKRW=X,EGP/KRW
EGPILS=X,EGP/ILS
EGPHUF=X,EGP/HUF
EURBSD=X,EUR/BSD
EURISK=X,EUR/ISK
EURZAR=X,EUR/ZAR
EGPINR=X,EGP/INR
EUR-GBP.F,EUR-GBP.F
EUR-MWK.F,EUR-MWK.F
EUR-SVC.F,EUR-SVC.F
EURMKD=X,EUR/MKD
EURBAM=X,EUR/BAM
EURBGN=X,EUR/BGN
EUR-HUF.F,EUR-HUF.F
EURPKR=X,EUR/PKR
EUR-LVL.F,EUR-LVL.F
EURKRW=X,EUR/KRW
EURAOA=X,EUR/AOA
EUR-TTD.F,EUR-TTD.F
ETBCHF=X,ETB/CHF
EURSVC=X,EUR/SVC
EGPJPY=X,EGP/JPY
EURCRC=X,EUR/CRC
EUR-UZS.F,EUR-UZS.F
EUR-HTG.F,EUR-HTG.F
XF000EURCHF2.SG,XF000EURCHF2.SG
EURAED=X,EUR/AED
EURBIF=X,EUR/BIF
EUR-MMK.F,EUR-MMK.F
EURLVL=X,EUR/LVL
EGPNZD=X,EGP/NZD
EUR-OMR.F,EUR-OMR.F
EUR-PHP.F,EUR-PHP.F
EURGTQ=X,EUR/GTQ
EGPGBP=X,EGP/GBP
EGPAED=X,EGP/AED
EUR-CNY.F,EUR-CNY.F
EUR-EGP.F,EUR-EGP.F
EURALL=X,EUR/ALL
EUR-MAD.F,EUR-MAD.F
EURCAD=X,EUR/CAD
EURCYP=X,EUR/CYP
EURPYG=X,EUR/PYG
EGPAUD=X,EGP/AUD
EUR-YER.F,EUR-YER.F
EUR-HNL.F,EUR-HNL.F
EGPNOK=X,EGP/NOK
EURTOP=X,EUR/TOP
EGPKWD=X,EGP/KWD
EUR-PGK.F,EUR-PGK.F
EURAMD=X,EUR/AMD
EUR-MGA.F,EUR-MGA.F
EURXPF=X,EUR/XPF
EURZMW=X,EUR/ZMW
ETB=X,USD/ETB
EGPSGD=X,EGP/SGD
EUR-SDG.F,EUR-SDG.F
EGPUSD=X,EGP/USD
ERN=X,USD/ERN
EGPKES=X,EGP/KES
EUR-NPR.F,EUR-NPR.F
EURCUP=X,EUR/CUP
EURNAD=X,EUR/NAD
EURSAR=X,EUR/SAR
EGPMAD=X,EGP/MAD
EUREGP=X,EUR/EGP
EURMMK=X,EUR/MMK
EUR-GYD.F,EUR-GYD.F
EUR-BHD.F,EUR-BHD.F
EUR-SZL.F,EUR-SZL.F
EUR-KRW.F,EUR-KRW.F
EGPQAR=X,EGP/QAR
EUR-CUP.F,EUR-CUP.F
EURTHB=X,EUR/THB
EURHTG=X,EUR/HTG
EUR-VND.F,EUR-VND.F
EUR-ISK.F,EUR-ISK.F
EURARS=X,EUR/ARS
EURKMF=X,EUR/KMF
EUR-SYP.F,EUR-SYP.F
EGPEUR=X,EGP/EUR
EUR-CHF.F,EUR-CHF.F
EURZWL=X,EUR/ZWL
EURDJF=X,EUR/DJF
EUR-SCR.F,EUR-SCR.F
EUR-DKK.F,EUR-DKK.F
EGPSAR=X,EGP/SAR
EGPJOD=X,EGP/JOD
EURFKP=X,EUR/FKP
EURMAD=X,EUR/MAD
EURLRD=X,EUR/LRD
EUR-GMD.F,EUR-GMD.F
EUR-ZAR.F,EUR-ZAR.F
EUR-QAR.F,EUR-QAR.F
EONK.F,EONK.F
EGPPKR=X,EGP/PKR
XF000EURBRL1.SG,XF000EURBRL1.SG
EURDKK=X,EUR/DKK
EURIQD=X,EUR/IQD
EUR-HKD.F,EUR-HKD.F
XF000EURHUF4.SG,XF000EURHUF4.SG
EUR-AOA.F,EUR-AOA.F
EGPLKR=X,EGP/LKR
EURAZN=X,EUR/AZN
EURGYD=X,EUR/GYD
EGPOMR=X,EGP/OMR
EURMOP=X,EUR/MOP
EUR-SOS.F,EUR-SOS.F
EUR-XDR.F,EUR-XDR.F
EGPRUB=X,EGP/RUB
EGPLVL=X,EGP/LVL
EUR-CZK.F,EUR-CZK.F
EUR-MOP.F,EUR-MOP.F
EGPHKD=X,EGP/HKD
EUR-XCD.F,EUR-XCD.F
EOYN.F,EOYN.F
EURKHR=X,EUR/KHR
EURSEK=X,EUR/SEK
EURAWG=X,EUR/AWG
EUR-LRD.F,EUR-LRD.F
IDEPM.MDD,IDEPM.MDD
EUR-IRR.F,EUR-IRR.F
EUR-GTQ.F,EUR-GTQ.F
EUR-PYG.F,EUR-PYG.F
EURTZS=X,EUR/TZS
EUR-CNH.F,EUR-CNH.F
EURBYR=X,EUR/BYR
EUROMR=X,EUR/OMR
EURBRL=X,EUR/BRL
EURIRR=X,EUR/IRR
EGPSEK=X,EGP/SEK
EURKYD=X,EUR/KYD
EURANG=X,EUR/ANG
EURGNF=X,EUR/GNF
EUR-RON.F,EUR-RON.F
EUR-KHR.F,EUR-KHR.F
EURPGK=X,EUR/PGK
EURNGN=X,EUR/NGN
XF000EURSEK5.SG,XF000EURSEK5.SG
EUR-GNF.F,EUR-GNF.F
EUR-DJF.F,EUR-DJF.F
EURTWD=X,EUR/TWD
EUR-KYD.F,EUR-KYD.F
EUR-MRO.F,EUR/MRO
EURQAR=X,EUR/QAR
EUR-BAM.F,EUR-BAM.F
EURVEF=X,EUR/VEF
ERNUSD=X,ERN/USD
EURRUB=X,EUR/RUB
EUR-BBD.F,EUR-BBD.F
EURFJD=X,EUR/FJD
XF000EURGBP5.SG,XF000EURGBP5.SG
EOCD.F,EOCD.F
EUR-LYD.F,EUR-LYD.F
EURKGS=X,EUR/KGS
EUR-ARS.F,EUR-ARS.F
EURLSL=X,EUR/LSL
EURUZS=X,EUR/UZS
EURSDG=X,EUR/SDG
EUR-NAD.F,EUR-NAD.F
EURVUV=X,EUR/VUV
EUR-JMD.F,EUR-JMD.F
EUR-SAR.F,EUR-SAR.F
EUR-NZD.F,EUR-NZD.F
EURBBD=X,EUR/BBD
EURBHD=X,EUR/BHD
EUR-CDF.F,EUR-CDF.F
EUR-TMM.F,EUR-TMM.F
EUR-BRL.F,EUR-BRL.F
EURTTD=X,EUR/TTD
EUR-TMT.F,EUR-TMT.F
EURCDF=X,EUR/CDF
EURPHP=X,EUR/PHP
EURSZL=X,EUR/SZL
EURLTL=X,EUR/LTL
EUR-INR.F,EUR-INR.F
EUR-JPY.F,EUR-JPY.F
XF000EURIDR3.SG,XF000EURIDR3.SG
EURUAH=X,EUR/UAH
XF000EURCZK4.SG,XF000EURCZK4.SG
EURBTN=X,EUR/BTN
EUR-CAD.F,EUR-CAD.F
EUR-WST.F,EUR-WST.F
ETBGBP=X,ETB/GBP
EURJMD=X,EUR/JMD
EURKPW=X,EUR/KPW
EUR-PLN.F,EUR-PLN.F
EUR-AUD.F,EUR-AUD.F
EUR-ZMW.F,EUR-ZMW.F
EUR-BGN.F,EUR-BGN.F
EURXOF=X,EUR/XOF
EUR-BND.F,EUR-BND.F
EUR-STD.F,EUR-STD.F
EGPPLN=X,EGP/PLN
EUR-UAH.F,EUR-UAH.F
ETBUSD=X,ETB/USD
EUR-KGS.F,EUR-KGS.F
EURCNH=X,EUR/CNH
EUR-SGD.F,EUR-SGD.F
EURXDR=X,EUR/XDR
EUREUR=X,EUR/EUR
EURTJS=X,EUR/TJS
EUR-EEK.F,EUR-EEK.F
EUR-IDR.F,EUR-IDR.F
EURTND=X,EUR/TND
EUR-MVR.F,EUR-MVR.F
EOLS.F,EOLS.F
EURRWF=X,EUR/RWF
EURMZN=X,EUR/MZN
EURKWD=X,EUR/KWD
ERNEUR=X,ERN/EUR
EUR-RUB.F,EUR-RUB.F
EUR-TWD.F,EUR-TWD.F
EUR-LAK.F,EUR-LAK.F
EURSRD=X,EUR/SRD
EURNOK=X,EUR/NOK
EGPTND=X,EGP/TND
EGPLTL=X,EGP/LTL
EURSHP=X,EUR/SHP
EURBND=X,EUR/BND
EURSCR=X,EUR/SCR
EURNIO=X,EUR/NIO
EUR-RSD.F,EUR-RSD.F
EUR-KWD.F,EUR-KWD.F
EURGMD=X,EUR/GMD
EUR-CRC.F,EUR-CRC.F
EUR-CVE.F,EUR-CVE.F
EURWST=X,EUR/WST
EUR-LSL.F,EUR-LSL.F
EGP=X,USD/EGP
EUR-LKR.F,EUR-LKR.F
EUR-USD.F,EUR-USD.F
EUR-PAB.F,EUR-PAB.F
EURHKD=X,EUR/HKD
EGPMUR=X,EGP/MUR
EURSGD=X,EUR/SGD
EURCNY=X,EUR/CNY
EUR-XPF.F,EUR-XPF.F
EUR-XOF.F,EUR-XOF.F
EUR-BIF.F,EUR-BIF.F
EGPTHB=X,EGP/THB
ETBEUR=X,ETB/EUR
EUR-BYR.F,EUR-BYR.F
EUR-NOK.F,EUR-NOK.F
EGPCZK=X,EGP/CZK
EUR-AZN.F,EUR-AZN.F
EURIDR=X,EUR/IDR
EUR-PKR.F,EUR-PKR.F
EUR-VEF.F,EUR-VEF.F
EURMXN=X,EUR/MXN
EURRON=X,EUR/RON
EUR-MXN.F,EUR-MXN.F
EURHNL=X,EUR/HNL
EUR-TND.F,EUR-TND.F
EUR-EUR.F,EUR-EUR.F
EUR-IQD.F,EUR-IQD.F
EUR-ANG.F,EUR-ANG.F
EUR-FJD.F,EUR-FJD.F
EGPCAD=X,EGP/CAD
EURGHS=X,EUR/GHS
EURMGA=X,EUR/MGA
EUR-MKD.F,EUR-MKD.F
EURERN=X,EUR/ERN
EUR-CLP.F,EUR-CLP.F
EOSF.F,EOSF.F
EURCVE=X,EUR/CVE
EURSTD=X,EUR/STD
EUR-UGX.F,EUR-UGX.F
EGPPHP=X,EGP/PHP
EUR-AED.F,EUR-AED.F
EUR-THB.F,EUR-THB.F
EGPDKK=X,EGP/DKK
EUR-BSD.F,EUR-BSD.F
EUR-RWF.F,EUR-RWF.F
EUR-MZN.F,EUR-MZN.F
EUR-SEK.F,EUR-SEK.F
EUR-AMD.F,EUR-AMD.F
EURINR=X,EUR/INR
EUR-GHS.F,EUR-GHS.F
EUR-TZS.F,EUR-TZS.F
GDEPM.MDD,GDEPM.MDD
EUR-LTL.F,EUR-LTL.F
EURHUF=X,EUR/HUF
EUR-MDL.F,EUR-MDL.F
EODL.F,EODL.F
EUR-NIO.F,EUR-NIO.F
EUR-MYR.F,EUR-MYR.F
EURCLP=X,EUR/CLP
EGPCNY=X,EGP/CNY
EUR-SRD.F,EUR-SRD.F
EURCLF=X,EUR/CLF
EUR-ALL.F,EUR-ALL.F
EGPIDR=X,EGP/IDR
EODK.F,EODK.F
EURLYD=X,EUR/LYD
EUR-NGN.F,EUR-NGN.F
EURTMT=X,EUR/TMT
EOSK.F,EOSK.F
EURXCD=X,EUR/XCD
EGPCHF=X,EGP/CHF
EGPTWD=X,EGP/TWD
ILSLVL=X,ILS/LVL
FJDCAD=X,FJD/CAD
NOKLVL=X,NOK/LVL
HU53.EX,HU53.EX
881341.HE,881341.HE
FRF=X,USD/FRF
FSH1.EX,FSH1.EX
HU33.EX,HU33.EX
GELLVL=X,GEL/LVL
FJD=X,USD/FJD
FJDUSD=X,FJD/USD
FKP=X,USD/FKP
FJDNZD=X,FJD/NZD
FJDAUD=X,FJD/AUD
FJDJPY=X,FJD/JPY
FJDEUR=X,FJD/EUR
881343.IR,881343.IR
HU13.EX,HU13.EX
XDRLTL=X,XDR/LTL
FJDCHF=X,FJD/CHF
LVLPLN=X,LVL/PLN
LTLCZK=X,LTL/CZK
LTLPLN=X,LTL/PLN
SGDLVL=X,SGD/LVL
FJDHKD=X,FJD/HKD
PLNLVL=X,PLN/LVL
HF53.EX,HF53.EX
FRFCHF=X,FRF/CHF
FKPUSD=X,FKP/USD
HKDLVL=X,HKD/LVL
RUBLVL=X,RUB/LVL
FJDDKK=X,FJD/DKK
HF33.EX,HF33.EX
LTLLVL=X,LTL/LVL
HG13.EX,HG13.EX
FKPCHF=X,FKP/CHF
SEKLVL=X,SEK/LVL
KZTLTL=X,KZT/LTL
LVLCZK=X,LVL/CZK
FJDGBP=X,FJD/GBP
GBPUSD=X,GBP/USD
GBPJPY=X,GBP/JPY
GHSTWD=X,GHS/TWD
GBPZAR=X,GBP/ZAR
GBPNZD=X,GBP/NZD
GBPEUR=X,GBP/EUR
GBPCHF=X,GBP/CHF
GBP=X,USD/GBP
GHSTRY=X,GHS/TRY
GHSSEK=X,GHS/SEK
GHSOMR=X,GHS/OMR
GHSMAD=X,GHS/MAD
GHSCZK=X,GHS/CZK
GHSCOP=X,GHS/COP
GHSCNH=X,GHS/CNH
GHSBWP=X,GHS/BWP
GHSBRL=X,GHS/BRL
GHSBMD=X,Ghana Cedi (b) vs Bermuda Dolla
GBPZWL=X,GBP/ZWL
GBPUAH=X,GBP/UAH
GBPTRY=X,GBP/TRY
GBPTMT=X,GBP/TMT
GBPTHB=X,GBP/THB
GBPSLL=X,GBP/SLL
GBPSGD=X,GBP/SGD
GBPLRD=X,GBP/LRD
GBPKES=X,GBP/KES
GBPILS=X,GBP/ILS
GBPGNF=X,GBP/GNF
GBPFJD=X,GBP/FJD
GBPCAD=X,GBP/CAD
GBPBND=X,GBP/BND
GBPAUD=X,GBP/AUD
GBPANG=X,GBP/ANG
GBPAED=X,GBP/AED
GHSCLF=X,GHS/CLF
GBPJOD=X,GBP/JOD
GHSRON=X,GHS/RON
GELCHF=X,GEL/CHF
GBPGMD=X,GBP/GMD
GHSSBD=X,GHS/SBD
GHSTHB=X,GHS/THB
GHSQAR=X,GHS/QAR
GHSUGX=X,GHS/UGX
GBPBHD=X,GBP/BHD
GHSXDR=X,GHS/XDR
GBPFKP=X,GBP/FKP
GTQCAD=X,GTQ/CAD
GBPBRL=X,GBP/BRL
GBPLVL=X,GBP/LVL
GELUSD=X,GEL/USD
GBPNPR=X,GBP/NPR
GHSPKR=X,GHS/PKR
GBPMYR=X,GBP/MYR
GTQGBP=X,GTQ/GBP
GBPAOA=X,GBP/AOA
GTQUSD=X,GTQ/USD
GHSKYD=X,GHS/KYD
GBPRUB=X,GBP/RUB
GHSAFN=X,Ghana Cedi (b) vs Afghanistan A
GBPLAK=X,GBP/LAK
GBPCVE=X,GBP/CVE
GBPIQD=X,GBP/IQD
GHSINR=X,GHS/INR
GHSMWK=X,GHS/MWK
GBPMOP=X,GBP/MOP
GBPARS=X,GBP/ARS
GBPAZN=X,GBP/AZN
GHS=X,USD/GHS
GBPAWG=X,GBP/AWG
