Symbol,Name
GHSCLP=X,GHS/CLP
GBPMVR=X,GBP/MVR
GHSHUF=X,GHS/HUF
GTQEUR=X,GTQ/EUR
GNF=X,USD/GNF
GBPBDT=X,GBP/BDT
GHSLKR=X,GHS/LKR
GBPBTN=X,GBP/BTN
GBPHUF=X,GBP/HUF
GBPJMD=X,GBP/JMD
GIP=X,USD/GIP
GBPCOP=X,GBP/COP
GBPMKD=X,GBP/MKD
GHSBGN=X,GHS/BGN
GMDCHF=X,GMD/CHF
GHSVND=X,GHS/VND
GHSMUR=X,GHS/MUR
GBPRSD=X,GBP/RSD
GBPGEL=X,GBP/GEL
GHSIDR=X,GHS/IDR
GHSMOP=X,GHS/MOP
GBPMAD=X,GBP/MAD
GBPDOP=X,GBP/DOP
GBPMNT=X,GBP/MNT
GBPHTG=X,GBP/HTG
GBPMXN=X,GBP/MXN
GHSTND=X,GHS/TND
GBPTND=X,GBP/TND
GMDEUR=X,GMD/EUR
GHSDKK=X,GHS/DKK
GBPPLN=X,GBP/PLN
GHSNZD=X,GHS/NZD
GBPPEN=X,GBP/PEN
GHSPEN=X,GHS/PEN
GBPCNH=X,GBP/CNH
GBPCLP=X,GBP/CLP
GHSZAR=X,GHS/ZAR
GHSMYR=X,GHS/MYR
GBPCNY=X,GBP/CNY
GMDGBP=X,GMD/GBP
GBPSHP=X,GBP/SHP
GHSUSD=X,GHS/USD
GBPDJF=X,GBP/DJF
GBPMDL=X,GBP/MDL
GBPTOP=X,GBP/TOP
GBPLYD=X,GBP/LYD
GHSAUD=X,GHS/AUD
GBPMGA=X,GBP/MGA
OCPF.EX,OCPF.EX
GBPBOB=X,GBP/BOB
GBPCUP=X,GBP/CUP
GBPOMR=X,GBP/OMR
GBPIDR=X,GBP/IDR
GBPXPF=X,GBP/XPF
GBPXDR=X,GBP/XDR
GBPCLF=X,GBP/CLF
GBPISK=X,GBP/ISK
GBPUZS=X,GBP/UZS
GBPVND=X,GBP/VND
GBPNIO=X,GBP/NIO
GBPETB=X,GBP/ETB
GBPGHS=X,GBP/GHS
GBPYER=X,GBP/YER
GBPSRD=X,GBP/SRD
GBPBIF=X,GBP/BIF
GBPGBP=X,GBP/GBP
GBPALL=X,GBP/ALL
GBPVEF=X,GBP/VEF
GELEUR=X,GEL/EUR
GBPBYR=X,GBP/BYR
GBPKGS=X,GBP/KGS
GBPDKK=X,GBP/DKK
GBPTZS=X,GBP/TZS
GHSXOF=X,GHS/XOF
GBPHNL=X,GBP/HNL
GHSWST=X,GHS/WST
GHSAED=X,Ghana Cedi (b) vs UAE Dirham Sp
GBPPKR=X,GBP/PKR
GBPCZK=X,GBP/CZK
GIPCHF=X,GIP/CHF
GHSILS=X,GHS/ILS
GEL=X,USD/GEL
GBPITL=X,GBP/ITL
GBPHRK=X,GBP/HRK
GBPNAD=X,GBP/NAD
GBPAMD=X,GBP/AMD
GBPBGN=X,GBP/BGN
GHSKWD=X,GHS/KWD
GHSGBP=X,GHS/GBP
GIPDKK=X,GIP/DKK
GBPXCD=X,GBP/XCD
GBPINR=X,GBP/INR
GBPWST=X,GBP/WST
GBPTWD=X,GBP/TWD
GHSFJD=X,GHS/FJD
GHSTOP=X,GHS/TOP
GTQCHF=X,GTQ/CHF
GBPKPW=X,GBP/KPW
GHSRUB=X,GHS/RUB
GHSBHD=X,GHS/BHD
GBPUYU=X,GBP/UYU
GBPSVC=X,GBP/SVC
GBPPHP=X,GBP/PHP
GBPSYP=X,GBP/SYP
GBPBAM=X,GBP/BAM
GBPZMW=X,GBP/ZMW
GHSRWF=X,GHS/RWF
GHSPHP=X,GHS/PHP
GBPSAR=X,GBP/SAR
GHSZWL=X,GHS/ZWL
GBPSBD=X,GBP/SBD
GBPRON=X,GBP/RON
GBPPAB=X,GBP/PAB
GBPMUR=X,GBP/MUR
GHSNOK=X,GHS/NOK
19754112.SW,19754112.SW
GBPKRW=X,GBP/KRW
19752528.SW,19752528.SW
GBPUGX=X,GBP/UGX
GHSBDT=X,GHS/BDT
GBPAFN=X,GBP/AFN
GHSRSD=X,GHS/RSD
GHSTZS=X,GHS/TZS
GMDDKK=X,GMD/DKK
GBPKYD=X,GBP/KYD
GHSEGP=X,GHS/EGP
GHSNGN=X,GHS/NGN
GBPERN=X,GBP/ERN
GBPSDG=X,GBP/SDG
GBPVUV=X,GBP/VUV
GHSCAD=X,GHS/CAD
GBPSOS=X,GBP/SOS
GHSSAR=X,GHS/SAR
GHSARS=X,GHS/ARS
GTQ=X,USD/GTQ
GBPMWK=X,GBP/MWK
GBPBMD=X,GBP/BMD
GHSANG=X,Ghana Cedi (b) vs Netherlands A
GBPBSD=X,GBP/BSD
GBPRWF=X,GBP/RWF
GHSJOD=X,GHS/JOD
GBPNOK=X,GBP/NOK
GBPLBP=X,GBP/LBP
GBPEGP=X,GBP/EGP
GBPLSL=X,GBP/LSL
19752571.SW,19752571.SW
GELGBP=X,GEL/GBP
GBPSCR=X,GBP/SCR
GMDUSD=X,GMD/USD
GBPLKR=X,GBP/LKR
GBPDZD=X,GBP/DZD
GHSEUR=X,GHS/EUR
GBPPYG=X,GBP/PYG
GBPIRR=X,GBP/IRR
GBPMMK=X,GBP/MMK
GBPGYD=X,GBP/GYD
GBPSZL=X,GBP/SZL
GBPXOF=X,GBP/XOF
GBPBBD=X,GBP/BBD
GHSCNY=X,GHS/CNY
GBPXAF=X,GBP/XAF
GHSNAD=X,GHS/NAD
GHSSGD=X,GHS/SGD
GBPGIP=X,GBP/GIP
GBPQAR=X,GBP/QAR
GHSZMW=X,GHS/ZMW
GBPMZN=X,GBP/MZN
GBPGTQ=X,GBP/GTQ
GHSISK=X,GHS/ISK
GHSKZT=X,GHS/KZT
GBPKZT=X,GBP/KZT
19753383.SW,19753383.SW
GMD=X,USD/GMD
GHSHKD=X,GHS/HKD
HG20.EX,HG20.EX
GBPMRO=X,GBP/MRO
GBPKHR=X,GBP/KHR
GBPTTD=X,GBP/TTD
GBPLTL=X,GBP/LTL
GDO.NX,GDO.NX
GHSMXN=X,GHS/MXN
GBPCDF=X,GBP/CDF
GBPHKD=X,GBP/HKD
GBPCRC=X,GBP/CRC
GHSJPY=X,GHS/JPY
GHSKES=X,GHS/KES
GBPPGK=X,GBP/PGK
GBPSEK=X,GBP/SEK
GHSHRK=X,GHS/HRK
GBPBWP=X,GBP/BWP
GBPBZD=X,GBP/BZD
GBPNGN=X,GBP/NGN
GIPUSD=X,GIP/USD
GBPKMF=X,GBP/KMF
GBPSTD=X,GBP/STD
GBPTJS=X,GBP/TJS
GHSKRW=X,GHS/KRW
GHSPGK=X,GHS/PGK
GYD=X,USD/GYD
GBPKWD=X,GBP/KWD
HKDUSD=X,HKD/USD
HKDCNY=X,HKD/CNY
HUFTRY=X,HUF/TRY
HUFTHB=X,HUF/THB
HUFSEK=X,HUF/SEK
HUFSAR=X,HUF/SAR
HUFHKD=X,HUF/HKD
HRKLTL=X,HRK/LTL
HNLCAD=X,HNL/CAD
HKDTND=X,HKD/TND
HKDPLN=X,HKD/PLN
HKDNGN=X,HKD/NGN
HKDMAD=X,HKD/MAD
HKDDKK=X,HKD/DKK
HKDCHF=X,HKD/CHF
HNL=X,USD/HNL
HKDPHP=X,HKD/PHP
HUFUAH=X,HUF/UAH
HUFPLN=X,HUF/PLN
HUFRUB=X,HUF/RUB
HNLEUR=X,HNL/EUR
HUFTWD=X,HUF/TWD
HRKSGD=X,HRK/SGD
HKDJPY=X,HKD/JPY
HUFEGP=X,HUF/EGP
HUFMYR=X,HUF/MYR
HUFAUD=X,HUF/AUD
HUFLTL=X,HUF/LTL
HRKJPY=X,HRK/JPY
HUFCZK=X,HUF/CZK
HUFTND=X,HUF/TND
HRKAED=X,HRK/AED
HKDBHD=X,HKD/BHD
HRKAUD=X,HRK/AUD
HKDPKR=X,HKD/PKR
HKDSAR=X,HKD/SAR
HKDBOB=X,HKD/BOB
HRKCZK=X,HRK/CZK
HKDIDR=X,HKD/IDR
HRKMKD=X,HRK/MKD
HRKCNY=X,HRK/CNY
HRKINR=X,HRK/INR
HTGGBP=X,HTG/GBP
HKDEUR=X,HKD/EUR
HKDTRY=X,HKD/TRY
HRKGBP=X,HRK/GBP
HUFBAM=X,HUF/BAM
HKD=X,USD/HKD
HUFJPY=X,HUF/JPY
HKDBRL=X,HKD/BRL
HUFNOK=X,HUF/NOK
HKDCNH=X,HKD/CNH
HKDCLP=X,HKD/CLP
HUFCAD=X,HUF/CAD
HUFKES=X,HUF/KES
HRKDKK=X,HRK/DKK
HKDLKR=X,HKD/LKR
HKDMOP=X,HKD/MOP
HKDAUD=X,HKD/AUD
HNLUSD=X,HNL/USD
HRKKWD=X,HRK/KWD
HKDUYU=X,HKD/UYU
HRKHKD=X,HRK/HKD
HRKBRL=X,HRK/BRL
HKDOMR=X,HKD/OMR
HUFMXN=X,HUF/MXN
HKDNZD=X,HKD/NZD
HRKZAR=X,HRK/ZAR
HKDLTL=X,HKD/LTL
HTGUSD=X,HTG/USD
HKDVND=X,HKD/VND
HKDLBP=X,HKD/LBP
HKDTHB=X,HKD/THB
HUFRON=X,HUF/RON
HUFBRL=X,HUF/BRL
HUFIDR=X,HUF/IDR
HNLGBP=X,HNL/GBP
HKDCZK=X,HKD/CZK
HKDEGP=X,HKD/EGP
HKDAED=X,HKD/AED
HKDCOP=X,HKD/COP
HKDMYR=X,HKD/MYR
HRKPLN=X,HRK/PLN
HKDVEF=X,HKD/VEF
HRKNOK=X,HRK/NOK
HRKRSD=X,HRK/RSD
HKDRUB=X,HKD/RUB
HRKNZD=X,HRK/NZD
HRKCHF=X,HRK/CHF
HKDUGX=X,HKD/UGX
HUFMAD=X,HUF/MAD
HTGCHF=X,HTG/CHF
HKDGHS=X,HKD/GHS
HTGEUR=X,HTG/EUR
HKDMUR=X,HKD/MUR
HUFLKR=X,HUF/LKR
HNLCHF=X,HNL/CHF
HUFMUR=X,HUF/MUR
HKDBWP=X,HKD/BWP
HKDKRW=X,HKD/KRW
HTG=X,USD/HTG
HRKSEK=X,HRK/SEK
HUFQAR=X,HUF/QAR
HKDKWD=X,HKD/KWD
HKDBDT=X,HKD/BDT
HUFNZD=X,HUF/NZD
HKDQAR=X,HKD/QAR
HKDPEN=X,HKD/PEN
HKDHUF=X,HKD/HUF
HRKTHB=X,HRK/THB
HUFAED=X,HUF/AED
HUFISK=X,HUF/ISK
HUFINR=X,HUF/INR
HRKCAD=X,HRK/CAD
HUFDKK=X,HUF/DKK
HUFZAR=X,HUF/ZAR
HRKILS=X,HRK/ILS
HKDCAD=X,HKD/CAD
HUFSGD=X,HUF/SGD
HKDTWD=X,HKD/TWD
HUFCNY=X,HUF/CNY
HRKRON=X,HRK/RON
HKDZWL=X,HKD/ZWL
HRKBAM=X,HRK/BAM
HUFRSD=X,HUF/RSD
HKDKES=X,HKD/KES
HRKEUR=X,HRK/EUR
HKDARS=X,HKD/ARS
HKDMXN=X,HKD/MXN
HRKRUB=X,HRK/RUB
HKDSGD=X,HKD/SGD
HUFKRW=X,HUF/KRW
HUFILS=X,HUF/ILS
HU40.EX,HU40.EX
HRKTRY=X,HRK/TRY
HUFPHP=X,HUF/PHP
HRKKRW=X,HRK/KRW
HKDINR=X,HKD/INR
HUF=X,USD/HUF
HKDILS=X,HKD/ILS
HKDJOD=X,HKD/JOD
HKDISK=X,HKD/ISK
HKDBMD=X,HKD/BMD
HRKUSD=X,HRK/USD
HKDZAR=X,HKD/ZAR
HRKUAH=X,HRK/UAH
ISKTRY=X,ISK/TRY
ISKMUR=X,ISK/MUR
ISKINR=X,ISK/INR
ISKGBP=X,ISK/GBP
ISKEGP=X,ISK/EGP
ISKCAD=X,ISK/CAD
INRTND=X,INR/TND
INRSGD=X,INR/SGD
INRMAD=X,INR/MAD
INRCAD=X,INR/CAD
INRBRL=X,INR/BRL
ILSPLN=X,ILS/PLN
ILSPHP=X,ILS/PHP
ILSMUR=X,ILS/MUR
ILSLTL=X,ILS/LTL
ILSHKD=X,ILS/HKD
ILSCNY=X,ILS/CNY
ILSCAD=X,ILS/CAD
IDR=X,USD/IDR
ISKILS=X,ISK/ILS
INRISK=X,INR/ISK
IDRKES=X,IDR/KES
ILSSGD=X,ILS/SGD
ILSCHF=X,ILS/CHF
INRLTL=X,INR/LTL
ILSJOD=X,ILS/JOD
ISKQAR=X,ISK/QAR
INRGHS=X,INR/GHS
INRAUD=X,INR/AUD
ILSRUB=X,ILS/RUB
ILSHUF=X,ILS/HUF
ILSGBP=X,ILS/GBP
ISKCNY=X,ISK/CNY
ISKHUF=X,ISK/HUF
ILSDKK=X,ILS/DKK
INRPLN=X,INR/PLN
ILSTND=X,ILS/TND
INR=X,USD/INR
INRMYR=X,INR/MYR
ILSAED=X,ILS/AED
INRCZK=X,INR/CZK
ILSNOK=X,ILS/NOK
ISKAED=X,ISK/AED
ILSKES=X,ILS/KES
ILSSAR=X,ILS/SAR
IDRGHS=X,IDR/GHS
ILSTRY=X,ILS/TRY
ISKEUR=X,ISK/EUR
IDRRUB=X,IDR/RUB
ISKLTL=X,ISK/LTL
IQD=X,USD/IQD
ISKCHF=X,ISK/CHF
ILSXDR=X,ILS/XDR
IDRINR=X,IDR/INR
INRPHP=X,INR/PHP
ILSZAR=X,ILS/ZAR
ILSSEK=X,ILS/SEK
ISKJPY=X,ISK/JPY
INRSEK=X,INR/SEK
INRIDR=X,INR/IDR
INRQAR=X,INR/QAR
IDRUGX=X,IDR/UGX
IRR=X,USD/IRR
ISKCZK=X,ISK/CZK
ISKKRW=X,ISK/KRW
INROMR=X,INR/OMR
ILSCZK=X,ILS/CZK
ISKXDR=X,ISK/XDR
IDRISK=X,IDR/ISK
INRDKK=X,INR/DKK
ISKRUB=X,ISK/RUB
INRLKR=X,INR/LKR
INRZAR=X,INR/ZAR
INRXDR=X,INR/XDR
INRJOD=X,INR/JOD
ISKTND=X,ISK/TND
ILSOMR=X,ILS/OMR
ILSINR=X,ILS/INR
INRUGX=X,INR/UGX
ISKUSD=X,ISK/USD
ILSTWD=X,ILS/TWD
IDRBWP=X,IDR/BWP
INRGBP=X,INR/GBP
INRJPY=X,INR/JPY
ILSUSD=X,ILS/USD
INRKES=X,INR/KES
INRSAR=X,INR/SAR
INRRUB=X,INR/RUB
INREGP=X,INR/EGP
INRHKD=X,INR/HKD
ILSKRW=X,ILS/KRW
INRBWP=X,INR/BWP
INRCHF=X,INR/CHF
INRCNY=X,INR/CNY
ISKKES=X,ISK/KES
ISKJOD=X,ISK/JOD
ISKPLN=X,ISK/PLN
ISKHKD=X,ISK/HKD
ILSMXN=X,ILS/MXN
ISKDKK=X,ISK/DKK
ILSIDR=X,ILS/IDR
IEP=X,USD/IEP
ISKMAD=X,ISK/MAD
INRUSD=X,INR/USD
ISKIDR=X,ISK/IDR
ISKMXN=X,ISK/MXN
ISKZAR=X,ISK/ZAR
ISKLKR=X,ISK/LKR
IDRHUF=X,IDR/HUF
INRAED=X,INR/AED
ISKNOK=X,ISK/NOK
INRILS=X,INR/ILS
INREUR=X,INR/EUR
IEPUSD=X,IEP/USD
ILSMAD=X,ILS/MAD
ILSTHB=X,ILS/THB
IDRLKR=X,IDR/LKR
ILSJPY=X,ILS/JPY
ILSCLP=X,ILS/CLP
ISKTHB=X,ISK/THB
INRNOK=X,INR/NOK
ISKTWD=X,ISK/TWD
INRTZS=X,INR/TZS
INRMXN=X,INR/MXN
INRMUR=X,INR/MUR
INRLVL=X,INR/LVL
INRHUF=X,INR/HUF
ILSKWD=X,ILS/KWD
ILSISK=X,ILS/ISK
ILSAUD=X,ILS/AUD
IDRKRW=X,IDR/KRW
ISKNZD=X,ISK/NZD
ILS=X,USD/ILS
ILSBRL=X,ILS/BRL
INRTRY=X,INR/TRY
INRBGN=X,INR/BGN
IDRJPY=X,IDR/JPY
ISKSAR=X,ISK/SAR
INRTHB=X,INR/THB
INMUA.PA,LYXOR MUA INAV
ILSEGP=X,ILS/EGP
ISKAUD=X,ISK/AUD
INRKRW=X,INR/KRW
ISKSGD=X,ISK/SGD
INRPKR=X,INR/PKR
INRNZD=X,INR/NZD
ISKPHP=X,ISK/PHP
ISK=X,USD/ISK
ILSQAR=X,ILS/QAR
INRTWD=X,INR/TWD
ILSNZD=X,ILS/NZD
ISKSEK=X,ISK/SEK
IEPCHF=X,IEP/CHF
ILSLKR=X,ILS/LKR
JPYEUR=X,JPY/EUR
JPYUSD=X,JPY/USD
JPYGBP=X,JPY/GBP
JPY=X,USD/JPY
JPYNZD=X,JPY/NZD
JPYIQD=X,JPY/IQD
JPYZWL=X,JPY/ZWL
JPYXAF=X,JPY/XAF
JPYTJS=X,JPY/TJS
JPYSVC=X,JPY/SVC
JPYRON=X,JPY/RON
JPYNAD=X,JPY/NAD
JPYMMK=X,JPY/MMK
JPYLYD=X,JPY/LYD
JPYKGS=X,JPY/KGS
JPYILS=X,JPY/ILS
JPYCRC=X,JPY/CRC
JPYCNY=X,JPY/CNY
JPYAUD=X,JPY/AUD
JPYAFN=X,JPY/AFN
JODTHB=X,JOD/THB
JODSEK=X,JOD/SEK
JODRUB=X,JOD/RUB
JODKRW=X,JOD/KRW
JODILS=X,JOD/ILS
JODDKK=X,JOD/DKK
JPYGMD=X,JPY/GMD
JMDCHF=X,JMD/CHF
JPYRWF=X,JPY/RWF
JPYGHS=X,JPY/GHS
JODCAD=X,JOD/CAD
JODAUD=X,JOD/AUD
JODKWD=X,JOD/KWD
JODLTL=X,JOD/LTL
JPYKZT=X,JPY/KZT
JPYAED=X,JPY/AED
JPYHTG=X,JPY/HTG
JPYKHR=X,JPY/KHR
JPYKMF=X,JPY/KMF
JMDGBP=X,JMD/GBP
JPYBGN=X,JPY/BGN
JPYCVE=X,JPY/CVE
JPYSLL=X,JPY/SLL
JPYSHP=X,JPY/SHP
JODMXN=X,JOD/MXN
JPYKPW=X,JPY/KPW
JPYCAD=X,JPY/CAD
JPYMNT=X,JPY/MNT
JPYCDF=X,JPY/CDF
JPYBYR=X,JPY/BYR
JPYBIF=X,JPY/BIF
JODLKR=X,JOD/LKR
JODTWD=X,JOD/TWD
JPYBTN=X,JPY/BTN
JPYHKD=X,JPY/HKD
JPYTMT=X,JPY/TMT
JMDCAD=X,JMD/CAD
JODAED=X,JOD/AED
JPYGTQ=X,JPY/GTQ
JPYBND=X,JPY/BND
JPYDJF=X,JPY/DJF
JPYMDL=X,JPY/MDL
JPYUAH=X,JPY/UAH
JPYXPF=X,JPY/XPF
JPYSZL=X,JPY/SZL
JPYBZD=X,JPY/BZD
JPYMVR=X,JPY/MVR
JODSAR=X,JOD/SAR
JPYERN=X,JPY/ERN
JPYBOB=X,JPY/BOB
JODPLN=X,JOD/PLN
JPYVUV=X,JPY/VUV
JODCNY=X,JOD/CNY
JPYWST=X,JPY/WST
JPYBDT=X,JPY/BDT
JODNOK=X,JOD/NOK
JPYFJD=X,JPY/FJD
JPYMXN=X,JPY/MXN
JPYMGA=X,JPY/MGA
JPYJMD=X,JPY/JMD
JPYZMW=X,JPY/ZMW
JPYNGN=X,JPY/NGN
JODQAR=X,JOD/QAR
JPYSBD=X,JPY/SBD
JPYLRD=X,JPY/LRD
JPYLBP=X,JPY/LBP
JPYDOP=X,JPY/DOP
JPYIRR=X,JPY/IRR
JPYETB=X,JPY/ETB
JPYCNH=X,JPY/CNH
JPYISK=X,JPY/ISK
JPYTOP=X,JPY/TOP
JPYMUR=X,JPY/MUR
JPYPKR=X,JPY/PKR
JPYITL=X,JPY/ITL
JPYCZK=X,JPY/CZK
JPYCLP=X,JPY/CLP
JODCZK=X,JOD/CZK
JPYPYG=X,JPY/PYG
JPYMOP=X,JPY/MOP
JPYDKK=X,JPY/DKK
JPYLSL=X,JPY/LSL
JPYSRD=X,JPY/SRD
JPYSYP=X,JPY/SYP
JPYKRW=X,JPY/KRW
JPYBMD=X,JPY/BMD
JODPHP=X,JOD/PHP
JPYFKP=X,JPY/FKP
JPYAMD=X,JPY/AMD
JPYMKD=X,JPY/MKD
JPYLAK=X,JPY/LAK
JPYRUB=X,JPY/RUB
JODLVL=X,JOD/LVL
JPYMZN=X,JPY/MZN
JPYTTD=X,JPY/TTD
JMD=X,USD/JMD
JPYAZN=X,JPY/AZN
JPYYER=X,JPY/YER
JMDUSD=X,JMD/USD
JODGBP=X,JOD/GBP
JPYBRL=X,JPY/BRL
JPYGYD=X,JPY/GYD
JPYNOK=X,JPY/NOK
JPYXOF=X,JPY/XOF
JPYTZS=X,JPY/TZS
JPYAOA=X,JPY/AOA
JODEUR=X,JOD/EUR
JPYBBD=X,JPY/BBD
JPYPAB=X,JPY/PAB
JPYMYR=X,JPY/MYR
JPYINR=X,JPY/INR
JODEGP=X,JOD/EGP
JPYTND=X,JPY/TND
JPYLTL=X,JPY/LTL
JODCHF=X,JOD/CHF
JPYGNF=X,JPY/GNF
JPYIDR=X,JPY/IDR
JPYSTD=X,JPY/STD
JODTRY=X,JOD/TRY
JPYBWP=X,JPY/BWP
JPYGIP=X,JPY/GIP
JPYANG=X,JPY/ANG
JPYUZS=X,JPY/UZS
JODKES=X,JOD/KES
JPYEGP=X,JPY/EGP
JPYBSD=X,JPY/BSD
JPYRSD=X,JPY/RSD
JPYXDR=X,JPY/XDR
JODINR=X,JOD/INR
JPYZAR=X,JPY/ZAR
JPYJOD=X,JPY/JOD
JPYAWG=X,JPY/AWG
JPYXCD=X,JPY/XCD
JPYMRO=X,JPY/MRO
JPYMWK=X,JPY/MWK
JPYSEK=X,JPY/SEK
JPYTHB=X,JPY/THB
JODHUF=X,JOD/HUF
JPYQAR=X,JPY/QAR
JPYCHF=X,JPY/CHF
JODIDR=X,JOD/IDR
JMDDKK=X,JMD/DKK
JODZAR=X,JOD/ZAR
JODHKD=X,JOD/HKD
JODJPY=X,JOD/JPY
JODAMD=X,JOD/AMD
JPYPEN=X,JPY/PEN
JPYLVL=X,JPY/LVL
JOD=X,USD/JOD
JODTND=X,JOD/TND
JPYHRK=X,JPY/HRK
JPYNPR=X,JPY/NPR
JPYSCR=X,JPY/SCR
JODMUR=X,JOD/MUR
JPYMAD=X,JPY/MAD
JPYALL=X,JPY/ALL
JODOMR=X,JOD/OMR
JPYKYD=X,JPY/KYD
JPYSDG=X,JPY/SDG
JPYHUF=X,JPY/HUF
JPYPGK=X,JPY/PGK
JPYSAR=X,JPY/SAR
JPYCOP=X,JPY/COP
JODSGD=X,JOD/SGD
JPYARS=X,JPY/ARS
JODMAD=X,JOD/MAD
JPYSGD=X,JPY/SGD
JPYUGX=X,JPY/UGX
JPYSOS=X,JPY/SOS
JMDEUR=X,JMD/EUR
JPYNIO=X,JPY/NIO
JPYHNL=X,JPY/HNL
JODUSD=X,JOD/USD
JPYTWD=X,JPY/TWD
JPYBAM=X,JPY/BAM
JPYVEF=X,JPY/VEF
JPYCUP=X,JPY/CUP
JPYPHP=X,JPY/PHP
JODNZD=X,JOD/NZD
JPYKES=X,JPY/KES
JPYUYU=X,JPY/UYU
JPYPLN=X,JPY/PLN
JPYVND=X,JPY/VND
JPYGEL=X,JPY/GEL
JPYLKR=X,JPY/LKR
JPYDZD=X,JPY/DZD
KZTDKK=X,KZT/DKK
KWDTWD=X,KWD/TWD
KWDSEK=X,KWD/SEK
KWDPLN=X,KWD/PLN
KWDPKR=X,KWD/PKR
KWDCZK=X,KWD/CZK
KRWPHP=X,KRW/PHP
KRWLKR=X,KRW/LKR
KRWJPY=X,KRW/JPY
KRWISK=X,KRW/ISK
KGSCHF=X,KGS/CHF
KESTND=X,KES/TND
KESSAR=X,KES/SAR
KESQAR=X,KES/QAR
KESLVL=X,KES/LVL
KESHKD=X,KES/HKD
KESCZK=X,KES/CZK
KESLKR=X,KES/LKR
KWDLTL=X,KWD/LTL
KGSGBP=X,KGS/GBP
KESJOD=X,KES/JOD
KWDOMR=X,KWD/OMR
KWDPHP=X,KWD/PHP
KRWTWD=X,KRW/TWD
KWDSAR=X,KWD/SAR
KRW=X,USD/KRW
KESZAR=X,KES/ZAR
KESRUB=X,KES/RUB
KWDEGP=X,KWD/EGP
KRWHKD=X,KRW/HKD
KES=X,USD/KES
KGSEUR=X,KGS/EUR
KRWZAR=X,KRW/ZAR
KESIDR=X,KES/IDR
KRWDKK=X,KRW/DKK
KESJPY=X,KES/JPY
KRWUGX=X,KRW/UGX
KRWHUF=X,KRW/HUF
KWDSGD=X,KWD/SGD
KRWINR=X,KRW/INR
KRWEGP=X,KRW/EGP
KESSGD=X,KES/SGD
KWD=X,USD/KWD
KESEUR=X,KES/EUR
KWDJPY=X,KWD/JPY
KWDMUR=X,KWD/MUR
KWDCHF=X,KWD/CHF
KGS=X,USD/KGS
KWDJOD=X,KWD/JOD
KWDTHB=X,KWD/THB
KESEGP=X,KES/EGP
KESGBP=X,KES/GBP
KRWBWP=X,KRW/BWP
KESMXN=X,KES/MXN
KWDNZD=X,KWD/NZD
KMF=X,USD/KMF
KWDISK=X,KWD/ISK
KESNZD=X,KES/NZD
KRWMUR=X,KRW/MUR
KRWMXN=X,KRW/MXN
KYDUSD=X,KYD/USD
KWDNOK=X,KWD/NOK
KESMUR=X,KES/MUR
KWDHKD=X,KWD/HKD
KWDMXN=X,KWD/MXN
